english	translation	category	sub_category	source
<colNum0>Private:</col> Show none	<colNum0>私聊：</col> 不显示	actions	menu	
<colNum0>Private:</col> Show friends	<colNum0>私聊：</col> 显示好友	actions	menu	
<colNum0>Private:</col> Show all	<colNum0>私聊：</col> 显示全部	actions	menu	
<colNum0>Channel:</col> Clear history	<colNum0>频道：</col> 清除历史记录	actions	menu	
<colNum0>Channel:</col> Show none	<colNum0>频道：</col> 不显示	actions	menu	
<colNum0>Channel:</col> Show friends	<colNum0>频道：</col> 显示好友	actions	menu	
<colNum0>Channel:</col> Show all	<colNum0>频道：</col> 显示全部	actions	menu	
<colNum0>Clan:</col> Clear history	<colNum0>战队：</col> 清除历史记录	actions	menu	
<colNum0>Clan:</col> Show none	<colNum0>战队：</col> 不显示	actions	menu	
<colNum0>Clan:</col> Show friends	<colNum0>战队：</col> 显示好友	actions	menu	
<colNum0>Clan:</col> Show all	<colNum0>战队：</col> 显示全部	actions	menu	
<colNum0>Group:</col> Clear history	<colNum0>组队：</col> 清除历史记录	actions	menu	
<colNum0>Group:</col> Show none	<colNum0>组队：</col> 不显示	actions	menu	
<colNum0>Group:</col> Show friends	<colNum0>组队：</col> 显示好友	actions	menu	
<colNum0>Group:</col> Show all	<colNum0>组队：</col> 显示全部	actions	menu	
<colNum0>Trade:</col> Clear history	<colNum0>交易：</col> 清除历史记录	actions	menu	
<colNum0>Trade:</col> Show none	<colNum0>交易：</col> 不显示	actions	menu	
<colNum0>Trade:</col> Show friends	<colNum0>交易：</col> 显示好友	actions	menu	
<colNum0>Trade:</col> Show all	<colNum0>交易：</col> 显示全部	actions	menu	
Report game bug	报告游戏漏洞	actions	menu	
Report abuse	举报违规行为	actions	menu	
Combat Options	战斗选项	actions	menu	
Skills	技能	actions	menu	
Achievement Diaries	成就日志	actions	menu	
Inventory	物品栏	actions	menu	
Worn Equipment	已装备物品	actions	menu	
Enable prayer reordering	启用自定义祈祷排序	actions	menu	
Disable prayer filtering	关闭祈祷筛选	actions	menu	
Prayer	祈祷	actions	menu	
Enable spell reordering	启用自定义法术排序	actions	menu	
Disable spell filtering	关闭法术筛选	actions	menu	
Magic	魔法	actions	menu	
Friends List	好友列表	actions	menu	
Account Management	账号管理	actions	menu	
Ironman Group	铁人组队	actions	menu	
Settings	设置	actions	menu	
Emotes	表情	actions	menu	
Music Player	音乐播放器	actions	menu	
Logout	登出	actions	menu	
Look West	向西看	actions	menu	
Look South	向南看	actions	menu	
Look East	向东看	actions	menu	
Look North	向北看	actions	menu	
Setup	设置	actions	menu	
Hide	隐藏	actions	menu	
Show	显示	actions	menu	
Activate	激活	actions	menu	
Toggle Run	切换跑步开关	actions	menu	
Use	使用	actions	menu	
Bond Pouch	债券袋	actions	menu	
Open Store	打开商店	actions	menu	
Clear	清除	actions	menu	
Import	导入	actions	menu	
Export	导出	actions	menu	
Fullscreen <colNum0>World Map</col>	全屏<colNum0>世界地图</col>	actions	menu	
Floating <colNum0>World Map</col>	浮动<colNum0>世界地图</col>	actions	menu	
DPS	每秒伤害	actions	menu	
Search	搜索	actions	menu	
Lookup	查询	actions	menu	
Auto retaliate	自动反击	actions	menu	combatOptionsTab
Use <colNum0>Special Attack</col>	使用<colNum0>战技</col>	actions	menu	combatOptionsTab
Choose spell	选择法术	actions	menu	combatOptionsTab
Focus	集中	actions	menu	combatOptionsTab
Wiki	维基	actions	menu	
Add to canvas	添加到画布	actions	menu	
View <colNum0>Attack</col> guide	查看<colNum0>攻击</col>指南	actions	menu	skillsTab
View <colNum0>Hitpoints</col> guide	查看<colNum0>生命值</col>指南	actions	menu	skillsTab
View <colNum0>Mining</col> guide	查看<colNum0>采矿</col>指南	actions	menu	skillsTab
View <colNum0>Strength</col> guide	查看<colNum0>力量</col>指南	actions	menu	skillsTab
View <colNum0>Agility</col> guide	查看<colNum0>敏捷</col>指南	actions	menu	skillsTab
View <colNum0>Smithing</col> guide	查看<colNum0>锻造</col>指南	actions	menu	skillsTab
View <colNum0>Defence</col> guide	查看<colNum0>防御</col>指南	actions	menu	skillsTab
View <colNum0>Herblore</col> guide	查看<colNum0>草药学</col>指南	actions	menu	skillsTab
View <colNum0>Fishing</col> guide	查看<colNum0>钓鱼</col>指南	actions	menu	skillsTab
View <colNum0>Ranged</col> guide	查看<colNum0>远程</col>指南	actions	menu	skillsTab
View <colNum0>Thieving</col> guide	查看<colNum0>偷窃</col>指南	actions	menu	skillsTab
View <colNum0>Cooking</col> guide	查看<colNum0>烹饪</col>指南	actions	menu	skillsTab
View <colNum0>Prayer</col> guide	查看<colNum0>祈祷</col>指南	actions	menu	skillsTab
View <colNum0>Crafting</col> guide	查看<colNum0>制作</col>指南	actions	menu	skillsTab
View <colNum0>Firemaking</col> guide	查看<colNum0>生火</col>指南	actions	menu	skillsTab
View <colNum0>Magic</col> guide	查看<colNum0>魔法</col>指南	actions	menu	skillsTab
View <colNum0>Fletching</col> guide	查看<colNum0>制箭</col>指南	actions	menu	skillsTab
View <colNum0>Woodcutting</col> guide	查看<colNum0>伐木</col>指南	actions	menu	skillsTab
View <colNum0>Runecraft</col> guide	查看<colNum0>符石制作</col>指南	actions	menu	skillsTab
View <colNum0>Slayer</col> guide	查看<colNum0>杀戮</col>指南	actions	menu	skillsTab
View <colNum0>Farming</col> guide	查看<colNum0>农业</col>指南	actions	menu	skillsTab
View <colNum0>Construction</col> guide	查看<colNum0>建筑</col>指南	actions	menu	skillsTab
View <colNum0>Hunter</col> guide	查看<colNum0>狩猎</col>指南	actions	menu	skillsTab
Character Summary	角色摘要	actions	menu	characterSummaryTab
Achievement Diaries	成就日志	actions	menu	characterSummaryTab
Quest List	任务列表	actions	menu	characterSummaryTab
Character Summary	角色摘要	actions	menu	achievementDiaryTab
Achievement Diaries	成就日志	actions	menu	achievementDiaryTab
Quest List	任务列表	actions	menu	achievementDiaryTab
Character Summary	角色摘要	actions	menu	questListTab
Achievement Diaries	成就日志	actions	menu	questListTab
Quest List	任务列表	actions	menu	questListTab
Character Summary	角色摘要	actions	menu	
Quest List	任务列表	actions	menu	
Rewards	领取奖励	actions	menu	characterSummaryTab
Tasks	任务	actions	menu	characterSummaryTab
Bosses	Boss	actions	menu	characterSummaryTab
Overview	概览	actions	menu	characterSummaryTab
Collection Log	收藏日志	actions	menu	characterSummaryTab
Collection Overview	收藏概览	actions	menu	characterSummaryTab
Reveal	显示	actions	menu	characterSummaryTab
Hide	隐藏	actions	menu	characterSummaryTab
Open	打开	actions	menu	questListTab
Close	关闭	actions	menu	questListTab
Start Quest Helper	启动任务助手	actions	menu	questListTab
Open wiki quick guide:	打开维基快速指南：	actions	menu	questListTab
Open wiki guide:	打开维基指南：	actions	menu	questListTab
Show on map:	在地图上显示：	actions	menu	questListTab
Read journal:	阅读日志：	actions	menu	questListTab
Start Helper	启动助手	actions	menu	achievementDiaryTab
Wiki <colNum0>Ardougne Journal</col>	维基<colNum0>阿多尼城日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Ardougne Journal</col>	打开<colNum0>阿多尼城日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Desert Journal</col>	维基<colNum0>沙漠日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Desert Journal</col>	打开<colNum0>沙漠日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Falador Journal</col>	维基<colNum0>法拉多城日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Falador Journal</col>	打开<colNum0>法拉多城日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Fremennik Journal</col>	维基<colNum0>费明尼克日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Fremennik Journal</col>	打开<colNum0>费明尼克日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kandarin Journal</col>	维基<colNum0>坎达林王国日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kandarin Journal</col>	打开<colNum0>坎达林王国日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Karamja Journal</col>	维基<colNum0>卡拉姆詹岛日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Karamja Journal</col>	打开<colNum0>卡拉姆詹岛日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kourend & Kebos Journal</col>	维基<colNum0>库兰德王国与凯博斯日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kourend & Kebos Journal</col>	打开<colNum0>库兰德王国与凯博斯日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Lumbridge & Draynor Journal</col>	维基<colNum0>仑桥镇与德雷诺村日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Lumbridge & Draynor Journal</col>	打开<colNum0>仑桥镇与德雷诺村日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Morytania Journal</col>	维基<colNum0>莫利塔尼亚日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Morytania Journal</col>	打开<colNum0>莫利塔尼亚日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Varrock Journal</col>	维基<colNum0>维洛克城日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Varrock Journal</col>	打开<colNum0>维洛克城日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Western Provinces Journal</col>	维基<colNum0>西部省份日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Western Provinces Journal</col>	打开<colNum0>西部省份日志</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Wilderness Journal</col>	维基<colNum0>荒野日志</col>	actions	menu	achievementDiaryTab
Open <colNum0>Wilderness Journal</col>	打开<colNum0>荒野日志</col>	actions	menu	achievementDiaryTab
View equipment stats	查看装备属性	actions	menu	wornEquipmentTab
View guide prices	查看指导价格	actions	menu	wornEquipmentTab
View items kept on death	查看死亡后保留的物品	actions	menu	wornEquipmentTab
Call follower	召唤追随者	actions	menu	wornEquipmentTab
Disable prayer reordering	关闭自定义祈祷排序	actions	menu	
Enable prayer filtering	启用祈祷筛选	actions	menu	
Disable spell reordering	关闭自定义法术排序	actions	menu	
Enable spell filtering	启用法术筛选	actions	menu	
Show notifications	显示通知	actions	menu	
Add Note	添加笔记	actions	menu	
Hide notifications	隐藏通知	actions	menu	
Delete	删除	actions	menu	friendsTab
Message	消息	actions	menu	friendsTab
View Ignore List	查看忽略列表	actions	menu	friendsTab
Add Friend	添加好友	actions	menu	friendsTab
Delete Friend	删除好友	actions	menu	friendsTab
Hop-to	切换至	actions	menu	friendsTab
View Friends List	查看好友列表	actions	menu	ignoreTab
Delete	删除	actions	menu	ignoreTab
Add Name	添加名字	actions	menu	ignoreTab
Delete Name	删除名字	actions	menu	ignoreTab
Account	账号	actions	menu	accountManagementTab
Community	社区	actions	menu	accountManagementTab
Useful Links	常用链接	actions	menu	accountManagementTab
Open Store	打开商店	actions	menu	accountManagementTab
Bond Pouch	债券袋	actions	menu	accountManagementTab
View Inbox	查看收件箱	actions	menu	accountManagementTab
Name Changer	改名器	actions	menu	accountManagementTab
View History	查看历史记录	actions	menu	accountManagementTab
View Newspost	查看公告	actions	menu	accountManagementTab
View Archive	查看档案	actions	menu	accountManagementTab
Open	打开	actions	menu	accountManagementTab
Settings	设置	actions	menu	groupTab
Refresh	刷新	actions	menu	groupTab
Join	加入	actions	menu	groupTab
Setup	设置	actions	menu	groupTab
Find	查找	actions	menu	groupTab
Open	打开	actions	menu	groupTab
Add friend	添加好友	actions	menu	groupTab
Add ignore	加入忽略列表	actions	menu	groupTab
Teleport	传送	actions	menu	groupTab
Select	选择	actions	menu	groupTab
Join <colNum0><!ANY_TRANSLATED0></col> channel	加入<colNum0><!ANY_TRANSLATED0></col>频道	actions	menu	groupTab
Leave <colNum0><!ANY_TRANSLATED0></col> channel	离开<colNum0><!ANY_TRANSLATED0></col>频道	actions	menu	groupTab
Teleport to <colNum0><!ANY_TRANSLATED0></col>	传送至<colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Add friend <!PLAYER_NAME0>	添加好友<!PLAYER_NAME0>	actions	menu	groupTab
Add ignore <!PLAYER_NAME0>	加入忽略列表<!PLAYER_NAME0>	actions	menu	groupTab
Remove friend <!PLAYER_NAME0>	移除好友<!PLAYER_NAME0>	actions	menu	groupTab
Remove ignore <!PLAYER_NAME0>	移除忽略<!PLAYER_NAME0>	actions	menu	groupTab
View Channel	查看频道	actions	menu	groupTab
Toggle skull prevention	切换骷髅头保护机制	actions	menu	settingsTab
Toggle Accept Aid	切换接受援助开关	actions	menu	settingsTab
Toggle Run	切换跑步开关	actions	menu	settingsTab
View House Options	查看房屋选项	actions	menu	settingsTab
Open Bond Pouch	打开的债券袋	actions	menu	settingsTab
All Settings	所有设置	actions	menu	settingsTab
Controls	控制	actions	menu	settingsTab
Display	显示	actions	menu	settingsTab
Audio	音频	actions	menu	settingsTab
Unmute	取消静音	actions	menu	settingsTab
Adjust Brightness	调整亮度	actions	menu	settingsTab
Restore Default Zoom	恢复默认缩放	actions	menu	settingsTab
Disable	停用	actions	menu	settingsTab
Select	选择	actions	menu	settingsTab
Perform	执行	actions	menu	emotesTab
Perform <colNum0>Relic unlock</col>	执行<colNum0>遗物解锁</col>	actions	menu	emotesTab
Loop	循环	actions	menu	emotesTab
Area	区域	actions	menu	musicTab
Manual	手动	actions	menu	musicTab
Random	随机	actions	menu	musicTab
Unlock hint	解锁提示	actions	menu	musicTab
Play	游玩	actions	menu	musicTab
Toggle	切换	actions	menu	musicTab
Open	打开	actions	menu	musicTab
Thumbs Up	点赞	actions	menu	logoutTab
Thumbs Down	点踩	actions	menu	logoutTab
World Switcher	世界切换器	actions	menu	logoutTab
Logout	登出	actions	menu	logoutTab
Favourite	收藏	actions	menu	worldSwitcherTab
Switch	切换	actions	menu	worldSwitcherTab
Logout	登出	actions	menu	worldSwitcherTab
Clear	清除	actions	menu	worldSwitcherTab
Close	关闭	actions	menu	worldSwitcherTab
Configure	配置	actions	menu	worldSwitcherTab
Grouping	组队	actions	menu	groupTab
Ironman Group	铁人组队	actions	menu	groupTab
Chat-channel	聊天频道	actions	menu	groupTab
Your Clan	你的战队	actions	menu	groupTab
View another clan	查看其他战队	actions	menu	groupTab
Message	消息	actions	menu	groupTab
Remove friend	移除好友	actions	menu	groupTab
Switch world	切换世界	actions	menu	groupTab
View Poll	查看投票	actions	menu	accountManagementTab
Viewer	查看者	actions	menu	
On	开启	actions	menu	
Off	关闭	actions	menu	
Expel Guests	驱逐访客	actions	menu	
Call Servant	召唤仆从	actions	menu	
Leave House	离开房屋	actions	menu	
Open subsection	打开子部分	actions	menu	
Move	移动	actions	menu	
Learn More	了解更多	actions	menu	
Talk-to	对话	actions	npc	Tool Leprechaun
Exchange	交换	actions	npc	Tool Leprechaun
Attack	攻击	actions	npc	Molanisk
Trade	交易	actions	npc	Hudo
Travel	旅行	actions	npc	Rug Merchant
Pet	抚摸	actions	npc	Dog
Dyes	染色	actions	npc	Aggie
Challenge	挑战	actions	npc	Yama
Guess-letter	猜字母	actions	npc	Hangman game
Banish	放逐	actions	npc	Hangman game
Reset	重置	actions	npc	Hangman game
Hit	击打	actions	npc	Combat stone
Dismiss	解散	actions	npc	Dr Jekyll
Rewards	领取奖励	actions	npc	Emblem Trader
Skull	领取骷髅头标记	actions	npc	Emblem Trader
Pay	支付工钱	actions	npc	Ayesha
Armour	领取铁人套装	actions	npc	Ironman tutor
Setup	铁人模式管理	actions	npc	Ironman tutor
Check-pets	检查宠物领取资格	actions	npc	Leagues Tutor
Collect-items	回收联赛物品	actions	npc	Leagues Tutor
Claim-trophies	领取联赛奖杯	actions	npc	Leagues Tutor
Pick-up	捡起	actions	npc	Dark core
Metamorphosis	变形	actions	npc	Dark core
Pick	采摘	actions	npc	Strange plant
Grab	抓取	actions	npc	Suspect
Pop	戳破	actions	npc	Balloon Animal
Kill	击杀	actions	npc	Pheasant
Disturb	打扰	actions	npc	Phosani's Nightmare
Gauntlets	查看手套	actions	npc	Avan
Lure	垂钓	actions	npc	Rod Fishing spot
Bait	垂钓	actions	npc	Rod Fishing spot
Pickpocket	扒窃	actions	npc	Guard
Assignment	领取任务	actions	npc	Vannaka
Search	搜索	actions	npc	Entomologist
Confront	对抗	actions	npc	Mi-Gor
Transport	航行	actions	npc	Brother Tranquility
Intimidate	威吓	actions	npc	Zombie swab
Fish	钓鱼	actions	npc	Fishing spot
Smash-ice	砸碎冰块	actions	npc	Ice block
Shear	剪毛	actions	npc	Sheep
Knock-Out	击倒	actions	npc	Bandit
Bank	使用银行	actions	npc	Banker
Collect	领取	actions	npc	Banker
Check-Approval	查看支持率	actions	npc	Arnor
Tuxedo-time	换礼服	actions	npc	Larry
Mines	进入矿井	actions	npc	Dartog
Cellar	进入地窖	actions	npc	Dartog
Dream	进入梦境挑战	actions	npc	Dominic Onion
Take-boat	乘船	actions	npc	Monk of Entrana
Inspect	检查	actions	npc	Lumbridge Guide
Trade-General-Store	交易 - 杂货店	actions	npc	Razmire Keelgan
Trade-Builders-Store	交易 - 建材店	actions	npc	Razmire Keelgan
Haircut	理发	actions	npc	Hairdresser
Shave	剃须	actions	npc	Hairdresser
Makeover	改头换面	actions	npc	Makeover Mage
Talk-To	对话	actions	npc	Tarquin
Quick-falcon	快速租借猎隼	actions	npc	Matthias
Retrieve	回收猎隼	actions	npc	Gyr Falcon
Give-Sword	交出剑	actions	npc	Tindel Marchant
Mine	采矿	actions	npc	Elemental rock
Push	推	actions	npc	Trolley
Pull	拉	actions	npc	Trolley
Big-push	用力推	actions	npc	Trolley
Place	放置	actions	npc	Trolley
Inflate	充气	actions	npc	Swamp toad
Pluck	拔毛	actions	npc	Chompy bird
Shout-to	喊话	actions	npc	Nickolaus
Quick-travel	快速旅行	actions	npc	Desert eagle
Walk-past	走过	actions	npc	Eagle
Threaten	威胁	actions	npc	Kebbit
Small Net	用小渔网捕鱼	actions	npc	Fishing spot
Net	用渔网捕鱼	actions	npc	Fishing spot
Ammo	查看弹药	actions	npc	Leon
Cage	用笼子捕鱼	actions	npc	Fishing spot
Harpoon	用鱼叉捕鱼	actions	npc	Fishing spot
Big Net	用大渔网捕鱼	actions	npc	Fishing spot
Use-rod	用鱼竿捕鱼	actions	npc	Fishing spot
Get-training	领取训练任务	actions	npc	Chartin' Charles McAtless
Escort	护送	actions	npc	Smiddi Ryak (hard)
Supply	补给	actions	npc	Smiddi Ryak (hard)
Claim-runes	领取符石	actions	npc	Lundail
Chase	追逐	actions	npc	Cat
Interact	互动	actions	npc	Cat
Catch	捕捉	actions	npc	Baby impling
Get-rewards	获取奖励	actions	npc	Commander Connad
Tutorial	进入教学	actions	npc	Captain Cain
Start-minigame	开始小游戏	actions	npc	Guardian mummy
Teleport	传送	actions	npc	Apprentice
Join-Crew	加入船员	actions	npc	San Fan
Join-Team	加入队伍	actions	npc	Honest Jimmy
Pick-pocket	扒窃	actions	npc	Fairy Godfather
Craft-goods	制作商品	actions	npc	Thakkrad Sigmundson
Rellekka	航向雷勒卡城	actions	npc	Maria Gunnars
Neitiznot	航向奈提兹诺镇	actions	npc	Maria Gunnars
Jatizso	航向加提兹索岛	actions	npc	Mord Gunnars
Watch-shouting	监视喊话	actions	npc	Guard
Kick	踢	actions	npc	Bed
Claim-Tokens	领取代币	actions	npc	Lorelai
History	交易历史	actions	npc	Grand Exchange Clerk
Sets	拆合套装	actions	npc	Grand Exchange Clerk
Prices	查看价格	actions	npc	Brugsen Bursen
Exchange fire cape	交换火焰斗篷	actions	npc	TzHaar-Mej-Jal
Destroy	摧毁	actions	npc	Door-support
Tickets	购票	actions	npc	Cart conductor
Listen-to	聆听	actions	npc	Red Axe Director
Claim-Shield	领取盾牌	actions	npc	Gamfred
talk	交谈	actions	npc	Gate of War
Get job (easy)	接取简单工作	actions	npc	Gianne jnr.
Get job (hard)	接取困难工作	actions	npc	Gianne jnr.
Repairs	修理	actions	npc	Dark Mage
Sober-Up	弄醒	actions	npc	Skippy
Walk here	走到这里	actions	npc	Purepker895
Follow	跟随	actions	npc	Purepker895
Pay (north-west)	支付西北种植地工钱	actions	npc	Elstan
Pay (south-east)	支付种植地工钱	actions	npc	Elstan
Pay (north)	支付北边种植地工钱	actions	npc	Dantaera
Pay (south)	支付南边种植地工钱	actions	npc	Dantaera
Detach	取下装备	actions	npc	Combat dummy
Upgrade	升级	actions	npc	Combat dummy
Remove	移除	actions	npc	Combat dummy
Shoo	赶走	actions	npc	Clockwork cat
Fur Clothing	购买毛皮服装	actions	npc	Asyff
Shoo-away	驱赶	actions	npc	Stray dog
Tease	挑衅	actions	npc	Sabre-toothed kyatt
Leave	离开	actions	npc	Squire
Claim-slime	领取史莱姆	actions	npc	Robin
Use	使用	actions	npc	Portal
Exit	退出	actions	npc	Portal
Relocate	搬屋	actions	npc	Estate agent
Redecorate	重新装饰	actions	npc	Estate agent
Buy-plank	购买木板	actions	npc	Sawmill operator
Age	查看帐号年龄	actions	npc	Hans
Tackle	拦截	actions	npc	Gnome baller
Pass-to	传球	actions	npc	Gnome winger
Claim	领取免费弹药	actions	npc	Ranged combat tutor
Buy	购买	actions	npc	Fadli
Heal	治疗	actions	npc	A'abla
Stroke	抚摸	actions	npc	Gertrude's cat
Climb-over	爬过	actions	npc	Pile of bones
Melt	融化	actions	npc	Crust of ice
Clear	清除	actions	npc	Furnace grate
Take	拿取	actions	npc	Iron pickaxe
Steal-from	偷窃	actions	npc	Digsite workman
Go-inside	进入里面	actions	npc	House
Pirate's Cove	航向海盗湾	actions	npc	Lokar Searunner
Deposit-items	存放物品	actions	npc	Peer the Seer
Miscellania	航向米斯凯尼亚国	actions	npc	Sailor
Prod	戳	actions	npc	Red Sheep
Return-Home	返回家园	actions	npc	Bill Teach
Play-fetch	玩接物游戏	actions	npc	Joe
Devices	远程装置	actions	npc	Ava
Chop	砍伐	actions	npc	Undead tree
Roll	滚动	actions	npc	Boulder
Watch	观察	actions	npc	Mercenary Captain
Buy-pass	购买通行证	actions	npc	Shantay
Pass	通过	actions	npc	Shantay Guard
Fly	飞行	actions	npc	Auguste
Decant	分装药水	actions	npc	Zahur
Clean	清洗	actions	npc	Zahur
Make unfinished potion(s)	制作未完成的药水	actions	npc	Zahur
Shoot	射击	actions	npc	Target
Shop	浏览商店	actions	npc	Ezekial Lovecraft
Board	登船	actions	npc	Ogre boat
Potions	药水制作	actions	npc	Apothecary
Grab-feather	拔取羽毛	actions	npc	Desert Phoenix
Take-from	拿取	actions	npc	Jig cart
Pay-fare	支付车资	actions	npc	Hajedy
Coffer	开启保险箱介面	actions	npc	Yohnus
Attract	吸引	actions	npc	Light creature
Call-Over	叫过来	actions	npc	Zombie
Insult	羞辱	actions	npc	Zombie
Scare	惊吓	actions	npc	Zombie
Skin	剥皮	actions	npc	Swamp snake
