english	translation	category	sub_category	source
Nah, not really. I was exaggerating for humourous effect. It is very very cold though!	哈，当然不是真的。我只是为了搞笑夸张了一下。不过那里确实非常非常冷！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
So... You're a pirate, huh?	那么……你是海盗，对吧？	dialogue	'Beedy-eye' Jones	Player
It's what it says on my pay-packet at the end of the month.	我月底工资单上就这么写的。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
How's that working out for you?	干得怎么样？	dialogue	'Beedy-eye' Jones	Player
Pretty good so far. All the grog and loot that we can plunder, plus full medical including dental.	到目前为止还不错。有喝不完的格罗格酒和抢不完的战利品，甚至还有全套医疗福利，连牙科都包了。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You mean you have insurance?	你是说有保险？	dialogue	'Beedy-eye' Jones	Player
Not as such. If any of us get sick we kidnap a doctor and don't let him go until we're better.	倒也不是。要是我们谁生病了，就绑架个医生，直到我们康复才放他走。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You'd be surprised what an incentive for expert health care that is.	说出来你可能不信，这可是让医疗水准提升的一大动力。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I can imagine.	这倒不难想象。	dialogue	'Beedy-eye' Jones	Player
Hello there. So what brings you aboard the Lady Zay?	你好啊，是什么风把你吹上泽夫人号的？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Well, I was planning on visiting the Moon Clan, but I have to say your ship is very impressive.	我本来打算去拜访月氏族，但不得不说你们的船令人印象深刻。	dialogue	'Beedy-eye' Jones	Player
Aye, she's a beauty alright! The Lady Zay has been my home for many hard months, through storm and sun, and she always gets us to here we were headed!	是啊，她确实是个美人！泽夫人号作为我的家陪伴我度过了许多艰苦岁月，风雨无阻，她总是能把我们送到目的地！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Yes, she's certainly one of the finest boats I've seen on my travels!	是的，她确实是我旅行中见过的最棒的船之一！	dialogue	'Beedy-eye' Jones	Player
That she is [lad/lass], that she is.	确实是啊[lad/lass]。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Hello to you too.	也向你问好。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Yar! We be pirates, yar! Avast, ye scurvy land-lubbing lychee!	呀吼！我们是海盗！站住，你这该死的旱鸭子荔枝！	dialogue	'Beedy-eye' Jones	Player
Please don't talk like that, it is extremely irritating.	请不要那样说话，这很令人讨厌的。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Also, please don't call me a lychee, whatever that may be.	还有，不管荔枝是什么意思，都别这么叫我。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Oh. Okay. Sorry.	好的，抱歉。	dialogue	'Beedy-eye' Jones	Player
So how's life as a pirate?	海盗日子过得怎么样？	dialogue	'Beedy-eye' Jones	Player
What kind of question is that? How's life as a... I dunno. Whatever it is that you do for a living.	这算什么问题？生活怎么样……我也不知道。就像你靠什么谋生一样。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm a freelance troubleshooter.	我是个自由接单的平事专家。	dialogue	'Beedy-eye' Jones	Player
What does that entail then?	那具体是做什么的？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Mostly killing things for money and delivering items around the planet for people.	主要是拿钱办事杀人，帮人把物品送到世界各地。	dialogue	'Beedy-eye' Jones	Player
I collect stuff.	我喜欢收集东西。	dialogue	'Beedy-eye' Jones	Player
So how's that life?	那生活怎么样？	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Can't complain, can't complain...	还过得去啦……	dialogue	'Beedy-eye' Jones	Player
Well, there you go.	给，拿好。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
Sorry, can't stop, the Captain will have my guts for garters if he catches me slacking off talking to the stowaway.	不能再聊了，要是船长发现我在偷懒跟偷渡客聊天，非把我的肠子抽出来当裤腰带不可！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm not a stowaway! I was invited aboard!	我不是偷渡客！我是被邀请上船的！	dialogue	'Beedy-eye' Jones	Player
Yeah, whatever [guy/lady], it doesn't really matter who you are I'll get in trouble!	随便啦[guy/lady]，不管你是谁，反正我都会惹上麻烦！	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
You know, I've always wondered what life as a pirate actually entails.	你知道吗，我一直想知道海盗生活到底是怎样的。	dialogue	'Beedy-eye' Jones	Player
Well, at the moment it mostly involves being asked random questions by a stowaway.	嗯，目前主要是被一个偷渡客问各种问题。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
I'm not a stowaway! I was invited aboard! By Lokar! Ask him!	我不是偷渡客！我是被邀请上船的！洛卡尔邀请的！你问他！	dialogue	'Beedy-eye' Jones	Player
Hey, whatever [love/pal]. Just make sure the captain doesn't catch you, pirates don't like stowaways much.	随便啦[love/pal]。只要别让船长抓到你就行，海盗都不太喜欢偷渡客。	dialogue	'Beedy-eye' Jones	'Beedy-eye' Jones
What are you cooking?	你在煮什么？	dialogue	'Beefy' Burns	Player
My speciality! What else could I be cooking?	我的拿手菜！不然我还能煮什么？	dialogue	'Beefy' Burns	'Beefy' Burns
Ok, and your speciality is...?	好的，那你的拿手菜是……？	dialogue	'Beefy' Burns	Player
Boiled shark guts with a hint of rosemary and a dash of squid ink.	清炖鲨鱼内脏，点缀一丝迷迭香，再滴上几滴墨鱼汁。	dialogue	'Beefy' Burns	'Beefy' Burns
I think I'll stick to making my own food.	我想我还是自己做饭吧。	dialogue	'Beefy' Burns	Player
Your loss!	你亏大了！	dialogue	'Beefy' Burns	'Beefy' Burns
'Bye.	再见。	dialogue	'Betty' B.Boppin	Player
I feel a little sea-sick from this travelling.	这船晃得我有点晕船。	dialogue	'Birds-Eye' Jack	Player
Well there's a good remedy for that.	我有个好办法能治。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
There is?	有吗？	dialogue	'Birds-Eye' Jack	Player
Yes.	有。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What?	什么？	dialogue	'Birds-Eye' Jack	Player
Swim.	游泳。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Oh HA HA. Thanks for the help!	呵呵，那可真是太谢谢你的“帮助”了！	dialogue	'Birds-Eye' Jack	Player
My pleasure.	不用谢。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I was being sarcastic.	我刚才在讽刺你。	dialogue	'Birds-Eye' Jack	Player
I know. So was I.	我知道，我也一样。	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
I'd like to access my bank account, please.	我想使用我的银行账户。	dialogue	'Birds-Eye' Jack	Player
I'd like to collect items.	我想取回物品。	dialogue	'Birds-Eye' Jack	Player
I'd like to check my PIN settings.	我想查看我的PIN码设置。	dialogue	'Birds-Eye' Jack	Player
What is this place?	这是什么地方？	dialogue	'Birds-Eye' Jack	Player
This is a branch of the Bank of Gielinor. We have branches in many towns.	这里是基利诺尔银行的分行。我们在许多城镇都有分行。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
And what do you do?	那你们是做什么的？	dialogue	'Birds-Eye' Jack	Player
We will look after your items and money for you. Leave your valuables with us if you want to keep them safe.	我们会为你保管物品与金钱。若想确保贵重物品安全，可交由我们保管。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Hi.	嗨。	dialogue	'Birds-Eye' Jack	Player
How's Cyrisus? Where is he?	西里苏斯怎么了？他在哪？	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
He's fine now. Back to full health.	他现在已经完全康复了。	dialogue	'Birds-Eye' Jack	Player
Good, I'm pleased.	很好。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
No problem.	没问题。	dialogue	'Birds-Eye' Jack	Player
Don't think that this means I like you now!	别以为这就意味着我现在喜欢你了！	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Look at my face.	看看我的脸。	dialogue	'Birds-Eye' Jack	Player
Yes? What about it.	嗯？怎么了。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Does it look like I care?	看起来我在乎吗？	dialogue	'Birds-Eye' Jack	Player
Not really.	不太像。	dialogue	'Birds-Eye' Jack	'Bird's-Eye' Jack
Using the bank	使用银行	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
Cyrisus in the mine	矿洞中的西里苏斯	dialogue	'Birds-Eye' Jack	'Birds-Eye' Jack
What's going on?	发生什么事了？	dialogue	'Black-eye'	Player
Ah, we be building this 'ere tower. Lookin' good ain't it?	我们正在建这座塔，看着挺气派吧？	dialogue	'Black-eye'	'Black-eye'
It does look pretty impressive, but what are you doing hanging around?	确实看起来令人印象深刻，但你在闲逛什么？	dialogue	'Black-eye'	Player
Tea break, naturally.	当然是喝茶休息。	dialogue	'Black-eye'	'Black-eye'
Naturally. Not sure why I asked.	好吧，真不知道我为什么要问。	dialogue	'Black-eye'	Player
Fancy some?	要来点吗？	dialogue	'Black-eye'	'Black-eye'
Tea? Sure.	茶？好啊。	dialogue	'Black-eye'	Player
You'll find a kettle in the box to the-	你可以在那边的箱子里找到水壶——	dialogue	'Black-eye'	'Black-eye'
Erm...yeah...no...sorry...gotta go.	呃……嗯……不……抱歉……我得走了。	dialogue	'Black-eye'	Player
Say, that's a nice helmet.	话说，你那头盔不错。	dialogue	'Black-eye'	Player
Why, thanks.	哦，谢谢。	dialogue	'Black-eye'	'Black-eye'
I was just wondering if you might be able to help me out with one?	我在想你能不能帮我弄一个？	dialogue	'Black-eye'	Player
Always glad to help a budding builder. But first, prove your Construction knowledge by answering some questions.	我很乐意帮建筑新手一把。但首先，回答几个问题来证明你的建筑知识。	dialogue	'Black-eye'	'Black-eye'
How many nails does it take to make a rocking chair?	做一把摇椅需要多少颗钉子？	dialogue	'Black-eye'	'Black-eye'
One?	一颗？	dialogue	'Black-eye'	Player
One? How do you suppose you'd use a single nail?	一颗？你觉得怎么用一颗钉子做？	dialogue	'Black-eye'	'Black-eye'
Five?	五颗？	dialogue	'Black-eye'	Player
Nope. Keep guessing!	不对。继续猜！	dialogue	'Black-eye'	'Black-eye'
Three?	三颗？	dialogue	'Black-eye'	Player
Bingo! Okay, now what takes 3 planks, 3 cloths and 3 nails to make, and helps remove light from a room?	答对了！好的，那做什么东西需要3块木板、3块布和3颗钉子，还能挡住房间光线？	dialogue	'Black-eye'	'Black-eye'
Torn curtains?	破窗帘？	dialogue	'Black-eye'	Player
Nice one. Last question: I like fish and I want to put some in my garden, but I need a special water feature. What materials would I require?	不错。最后一个问题：我喜欢鱼，想在花园里养一些，但我需要一个特别的水景。我需要哪些材料？	dialogue	'Black-eye'	'Black-eye'
8 clay pieces and 3 limestone bricks?	8块粘土和3块石灰石砖？	dialogue	'Black-eye'	Player
Oh, and you were so close!	哦，就差一点！	dialogue	'Black-eye'	'Black-eye'
10 clay pieces?	10块粘土？	dialogue	'Black-eye'	Player
That's it! You seem to know your stuff. I got a spare helmet from a builder that died on... I mean, err, had to leave the job for greener pastures.	对了！你好像很懂行。我有个备用的头盔，是从一个死在……我是说，呃，为了另谋高就而离职的建筑工那里得来的。	dialogue	'Black-eye'	'Black-eye'
Greener pastures?	更好的发展？	dialogue	'Black-eye'	Player
Fair enough.	好吧。	dialogue	'Black-eye'	Player
Wait a minute! Is there blood on this helmet?	等一下！这头盔上的是血吗？	dialogue	'Black-eye'	Player
Erm, no, that's just, erm, paint. Yes, paint! That's what it is!	呃，不，那只是，呃，油漆。对，油漆！就是那样！	dialogue	'Black-eye'	'Black-eye'
Oh, okay. Thanks. Bye.	好的，谢谢。再见。	dialogue	'Black-eye'	Player
Ha, gullible fool.	哈，容易上当的傻瓜。	dialogue	'Black-eye'	'Black-eye'
Nothing.	没什么。	dialogue	'Black-eye'	'Black-eye'
10 limestone bricks?	10块石灰石砖？	dialogue	'Black-eye'	Player
Guess again.	再猜一次。	dialogue	'Black-eye'	'Black-eye'
A brown rug?	一块棕色地毯？	dialogue	'Black-eye'	Player
Of course, because that's what everyone needs - a rug up at their window.	当然，因为每个人都需要在窗上挂块地毯。	dialogue	'Black-eye'	'Black-eye'
Opulent curtains?	豪华窗帘？	dialogue	'Black-eye'	Player
Those curtains are not going to be in any way opulent, matey.	那些窗帘可一点都不豪华，伙计。	dialogue	'Black-eye'	'Black-eye'
Thank you - just as nice as the one in your bank!	谢谢——和你银行里的那个一样好！	dialogue	'Black-eye'	'Black-eye'
Yes - just as nice as the one you're carrying I'd say.	是的——我想和你带的那个一样好。	dialogue	'Black-eye'	'Black-eye'
One	一颗。	dialogue	'Black-eye'	'Black-eye'
Five	五颗。	dialogue	'Black-eye'	'Black-eye'
Three	三颗。	dialogue	'Black-eye'	'Black-eye'
Torn curtains	破窗帘。	dialogue	'Black-eye'	'Black-eye'
8 clay pieces and 3 limestone bricks	8块粘土和3块石灰石砖。	dialogue	'Black-eye'	'Black-eye'
10 clay pieces	10块粘土。	dialogue	'Black-eye'	'Black-eye'
10 limestone bricks	10块石灰石砖。	dialogue	'Black-eye'	'Black-eye'
A brown rug	一块棕色地毯。	dialogue	'Black-eye'	'Black-eye'
Opulent curtains	豪华窗帘。	dialogue	'Black-eye'	'Black-eye'
This is quite the tower.	这塔可真不错。	dialogue	'Currency' The Alchemist	Player
Yeah, it cost a fair bit.	是啊，花了不少钱。	dialogue	'Currency' The Alchemist	'Currency' The Alchemist
How much?	多少钱？	dialogue	'Currency' The Alchemist	Player
Well, I had to 'alch' a fair few belongings of my fellow alchemists to afford it.	这个嘛，我不得不“炼金”了不少同行炼金术士的财物才买得起。	dialogue	'Currency' The Alchemist	'Currency' The Alchemist
I bet they love you for that.	我肯定他们会因此''很喜欢你''。	dialogue	'Currency' The Alchemist	Player
Everyone loves someone that can create money.	人人都喜欢能创造金钱的人。	dialogue	'Currency' The Alchemist	'Currency' The Alchemist
I don't.	我就不喜欢。	dialogue	'Currency' The Alchemist	Player
What do you do for fun on this ship? You know, when you're not doing pirate stuff.	你们在船上平时有什么消遣？我是指不干海盗勾当的时候。	dialogue	'Eagle-eye' Shultz	Player
All sorts! Hide and seek, pin the patch on the pirate, walk the plank!	各种各样的！捉迷藏、给海盗贴眼罩、走跳板！	dialogue	'Eagle-eye' Shultz	'Eagle-eye' Shultz
What a life! Wait a minute. 'Walk the plank'? Surely that's a bit dangerous?	这日子过得真不错！等一下。''走跳板''？那有点危险吧？	dialogue	'Eagle-eye' Shultz	Player
Well of course, but where's the fun without a few deaths?	当然啦，但不死几个人还有什么乐趣可言？	dialogue	'Eagle-eye' Shultz	'Eagle-eye' Shultz
I think I'll stick to Runelink.	我想我还是玩符石四子棋吧。	dialogue	'Eagle-eye' Shultz	Player
What are you up to?	你在忙什么？	dialogue	'Gummy'	Player
Rock, Paper, Scissors. Can't you tell?	石头剪刀布，你看不出来吗？	dialogue	'Gummy'	'Gummy'
It was more of a rhetorical question.	我只是随口一问罢了。	dialogue	'Gummy'	Player
Rhetora-what?	随什么问？	dialogue	'Gummy'	'Gummy'
Shouldn't you be working?	你们不该在工作吗？	dialogue	'Gummy'	Player
We are. It's team building.	我们在工作啊，这是团建。	dialogue	'Gummy'	'Gummy'
You winning?	你赢了吗？	dialogue	'Gummy'	Player
It's a draw at the moment. First it was best of three, then it was best of five.	目前平局。一开始是三局两胜，然后是五局三胜。	dialogue	'Gummy'	'Gummy'
And now?	现在呢？	dialogue	'Gummy'	Player
Best of a hundred and one.	一百零一局制。	dialogue	'Gummy'	'Gummy'
Sorry I don't have time to hear it then! See you around young fremennik-who-is-not-really-a- fremennik!	那抱歉我没时间听了！回头见啦，你这个不算真正费明尼克的年轻人！	dialogue	'Lecherous' Lee	'Lecherous' Lee
You seem to like playing with danger, there.	你好像挺喜欢玩危险的。	dialogue	'No fingers'	Player
They don't call me 'No-fingers' for nothing!	大家叫我“无指”可不是白叫的！	dialogue	'No fingers'	'No fingers'
Well, correct me if I'm wrong, but you seem to have all your fingers.	如果我没看错的话，你看起来手指齐全啊。	dialogue	'No fingers'	Player
It may seem that way mate, but I think you'll find I don't have any.	看起来是这样没错，但你仔细看会发现我其实一根都没有。	dialogue	'No fingers'	'No fingers'
These not be fingers. These 'ere be wooden fingers.	这些不是真手指，而是木头手指。	dialogue	'No fingers'	'No fingers'
Wooden fingers?	木头手指？	dialogue	'No fingers'	Player
Yep.	对。	dialogue	'No fingers'	'No fingers'
That's not possible, how could you move them?	那不可能，你怎么动它们的？	dialogue	'No fingers'	Player
Magic wood.	魔法木头。	dialogue	'No fingers'	'No fingers'
Yes, well I think I'd better be going now.	好的，那我想我最好现在就走。	dialogue	'No fingers'	Player
Don't suppose you've seen any boots around here? Size nine, steel toed, brown leather...	不知道你在这附近见过什么靴子吗？九码、钢头、棕色皮革……	dialogue	'No fingers'	'No fingers'
Nope, not at all. I'd best be going. Have a nice day. Bye!	我完全没见过。我最好还是走吧。祝你今天愉快，再见！	dialogue	'No fingers'	Player
'Yarr! What will it be?	呀吼！想喝点什么？	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Let's see what you have.	让我看看你有什么。	dialogue	'Squawking' Steve Beanie	Player
'Aye!	好嘞！	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Any word from Old Grog?	有老格罗格的消息吗？	dialogue	'Squawking' Steve Beanie	Player
'Nothing yet, you scallywag, but keep checking in. I'm sure he'll have something soon. Now, what will it be?	还没呢，你这小混蛋。不过记得常来看看，我相信他很快会有消息的。现在想喝点什么？	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Got any work that needs doing here?	这里有什么活儿需要干吗？	dialogue	'Squawking' Steve Beanie	Player
'Well, it just so happens that I'm looking for a rough, tough, piratical type for an adventure on the high seas!	这个嘛，碰巧我正在找一个粗犷、强悍的海盗一起去海上冒险！	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
'And I'm happy to say...	我很荣幸……	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Could you tell me about the Pandemonium's one rule?	你能告诉我潘德莫尼姆酒吧的规矩吗？	dialogue	'Squawking' Steve Beanie	Player
'Avast! The mainland kingdoms have no authority here. Their laws do not apply. Instead, we just have our one rule that keeps the Pandemonium afloat: Never disrespect your fellow patron.	听好了！大陆上的王国在这里没有管辖权。他们的法律在这里无效。潘德莫尼姆酒吧只靠一条规矩立足：永远不得对其他顾客不敬。	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
'We don't care who you are. Indeed, pirates and customs officers can enjoy a drink here, side by side. Savvy?	我们不在乎你是谁。就连海盗和海关官员都可以一起在这里喝酒。懂吗？	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
So anyone is welcome here as long as they don't commit an offense against any of the other patrons?	所以只要不冒犯其他顾客，任何人都可以来这里吗？	dialogue	'Squawking' Steve Beanie	Player
'Yarr! You've got it! Now, what will it be?	你答对了！现在你想要什么？	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Nothing, thanks.	不用了，谢谢。	dialogue	'Squawking' Steve Beanie	Player
'Shiver me timbers!	吓死我了！	dialogue	'Squawking' Steve Beanie	Squawking' Steve Beanie
Wow, that looks pretty heavy.	哇，那看起来相当重。	dialogue	'The Guns'	Player
Umpf! Yeah, mate...argghh...this is...umpf...hard work...	唔！是啊，伙计……呃……这……唔……真是苦力活……	dialogue	'The Guns'	'The Guns'
What would happen if I were to say...	要是我说……会怎样？	dialogue	'The Guns'	Player
135	135	dialogue	'The Guns'	Player
25	25	dialogue	'The Guns'	Player
234	234	dialogue	'The Guns'	Player
2351...	2351……	dialogue	'The Guns'	Player
Stop! Stop! Humpf...I'll beat you to...urghh...a pulp!	停！停！哼……我要把你揍成……呃……肉酱！	dialogue	'The Guns'	'The Guns'
Okay, okay! Don't cry!	好了好了！别哭了！	dialogue	'The Guns'	Player
Why, I oughta...	哼，我真该……	dialogue	'The Guns'	'The Guns'
What do you do when you're not lifting logs above your head?	你不举木头的时候都做什么？	dialogue	'The Guns'	Player
In my free time?	在我有空时？	dialogue	'The Guns'	'The Guns'
All sorts. I like...hummff...a good kebab and a cold beer down...urrghh...the pub. And for those quiet evenings...hurrr...	花样多着呢。我喜欢……嗯……去……呃……酒馆来份好吃的烤肉串和一杯冰啤酒。至于那些安静的夜晚……呼……	dialogue	'The Guns'	'The Guns'
A bit of needlepoint is always welcome.	做点针线活总是不错的。	dialogue	'The Guns'	'The Guns'
I can honestly say you're a very original guy.	老实说，你可真是个奇人。	dialogue	'The Guns'	Player
1	1	dialogue	'The Guns'	'The Guns'
2	2	dialogue	'The Guns'	'The Guns'
4999	4999	dialogue	'The Guns'	'The Guns'
5000	5000	dialogue	'The Guns'	'The Guns'
[xxxx]	[xxxx]	dialogue	'The Guns'	'The Guns'
10012...15?	10012……15？	dialogue	'The Guns'	'The Guns'
Huh?	哈？	dialogue	'The Guns'	'The Guns'
Bah	呸	dialogue	'The Guns'	'The Guns'
Start again!	重新开始！	dialogue	'The Guns'	'The Guns'
Hi there. What is this place?	嗨。这里是什么地方？	dialogue	'Transmute' The Alchemist	Player
Ah, this be the Tower of Life! Beautiful, isn't it?	啊，这里是生命之塔！很美吧？	dialogue	'Transmute' The Alchemist	'Transmute' The Alchemist
I prefer ordinary houses.	我更喜欢普通的房子。	dialogue	'Transmute' The Alchemist	Player
Pah, you have no taste.	呸，你真没品味。	dialogue	'Transmute' The Alchemist	'Transmute' The Alchemist
Hello?	你好？	dialogue	1337mage43	Player
Hey, I started the conversation!	嘿，是我先开始对话的！	dialogue	1337mage43	Player
No you didn't. Get out of my spell!	才不是。从我的法术里滚出去！	dialogue	1337mage43	1337mage43
No! Get out of my spell!	不！从我的法术里滚出去！	dialogue	1337mage43	Player
Cry-baby.	爱哭鬼。	dialogue	1337mage43	Player
What! I'm no cry-baby, you cry-baby!	什么！我才不是爱哭鬼，你才是爱哭鬼！	dialogue	1337mage43	1337mage43
I'm reporting you!	我要举报你！	dialogue	1337mage43	1337mage43
Oh, how scary!	哦，好可怕啊！	dialogue	1337mage43	Player
Idiot.	白痴。	dialogue	1337mage43	Player
Welcome to the Emir's Arena! Are you interested in 1v1 Tournaments? We organise ranked Tournaments here, or alternatively you can organise your own unranked Tournaments.	欢迎来到埃米尔竞技场！你对1v1锦标赛感兴趣吗？我们在这里组织排位赛，或者你也可以自行组织无段位锦标赛。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
What's a 1v1 Tournament?	什么是1v1锦标赛？	dialogue	1v1 Tournament Guide	Player
A group of fighters is divided into pairs of opponents, and they all fight their opponent. The winners of those fights proceed to the next round, where they're divided into pairs, and they each fight their new opponent.	一群战士被两两分组进行对决。胜者晋级下一轮，再次两两分组，与新的对手交锋。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
The number of surviving fighters is halved each time, until eventually only one person is left standing. They're the winner of the Tournament.	每次比赛剩余的战士人数减半，直到最终只剩下一人，他就是锦标赛的获胜者。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
Ranked or unranked? What does that mean?	排位赛或非排位赛？那是什么意思？	dialogue	1v1 Tournament Guide	Player
Everyone has a rank. It's meant to indicate how good they are at fighting, compared to other people.	每个人都有排名。这是用来表示他们与其他人相比战斗水平如何。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
In ranked fights, the winners gain rank and the losers lose rank. The Arena staff will decide who'll be fighting in each ranked Tournament, and send the invitations.	在排位赛中，胜者提升段位，败者下降段位。竞技场工作人员将决定每场排位赛的参赛选手，并发出邀请。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
But if you just want some casual fun, you can have an unranked Tournament, where no-one gains or loses rank. You can organise your own unranked Tournament, and decide for yourself who'll fight in it.	但如果你只是想轻松娱乐一下，可以举办无段位锦标赛，这种锦标赛不会影响排名升降。你可以自行组织无段位锦标赛，并自行决定参赛选手。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
Only the ranked fights offer access to the other rewards of the Arena.	只有排位赛才能获得竞技场的其他奖励。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
How do I get invited into a Tournament?	我怎样才能受邀参加锦标赛？	dialogue	1v1 Tournament Guide	Player
You'll need to sign up to a recruitment group...	你需要报名参加一个招募队伍……	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
You can carry on with your adventures while you're waiting for a Tournament to begin, since it may be a while before suitable fighters are available.	在等待锦标赛开始期间，你可以继续你的冒险，因为可能需要一段时间才能找到合适的对手。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
I want to organise my own Tournament.	我想自行组织锦标赛。	dialogue	1v1 Tournament Guide	Player
Just use my Recruitment Board here to form your own recruitment group. Once you've got one, wait for other fighters to join it.	只需使用我的招募板创建你自己的招募队伍。队伍创建完成后，等待其他战士加入即可。	dialogue	1v1 Tournament Guide	1v1 Tournament Guide
Okay, goodbye.	好的，再见。	dialogue	1v1 Tournament Guide	Player
I'm okay, thanks.	好的，谢谢。	dialogue	1v1 Tournament Guide	Player
Are you all right?	你还好吗？	dialogue	50% Luke	Player
Who goes there?	谁在那里？	dialogue	50% Luke	50% Luke
