english	translation	category	sub_category	source
You can now use the lower cliffside climb by Mount Karuulm.	你现在可以使用卡鲁尔姆山下层的悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Agility Pyramid, the Varrock course, the Stepping stones in south eastern Karamja and the Corsair Cove Resource Area shortcut. You can also use the Penguin Agility Course if you have begun	你现在可以使用敏捷金字塔、维洛克敏捷训练场、卡拉姆詹岛东南部的踏脚石捷径和海盗湾资源区的捷径。如果你已开始冷战任务，你还可以使用企鹅敏捷训练场。	lvl_up_msg	Transcript of Agility	Transcript of Agility
the Cold War quest.		lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Draynor Manor stones to Champions' guild Agility shortcut.	你现在可以使用德雷诺庄园往返冠军公会的踏脚石捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can now use the Shilo Village river crossing.	会员现在可以使用希洛村河流渡口。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ardougne log balance Agility shortcut.	你现在可以使用阿多尼城的独木桥捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the pipe contortion in Karamja Dungeon and a Kourend Catacombs Agility shortcut.	你现在可以使用卡拉姆詹地牢中的管道捷径和库兰德王国地下墓穴的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter the Barbarian Agility Course and the Varrock Palace Garden Agility shortcut.	你现在可以进入野蛮人敏捷训练场和维洛克皇宫花园的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Gnome Stronghold Agility shortcut.	你现在可以使用地精要塞的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Al Kharid mining pit cliffside scramble Agility shortcut.	你现在可以使用阿尔卡里德城矿坑的悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can scale Yanile south wall by using a mithril grapple.	会员可以使用秘银抓钩攀爬亚尼勒城南墙。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Canifis course, pass high level Agility Arena obstacles and use the Hosidius lake isle jump Agility shortcut.	你现在可以使用坎尼非斯村敏捷训练场，和通过敏捷竞技场的高级难度障碍，以及使用霍西迪乌斯湖心岛的跳跃捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim easy cliffside scramble Agility shortcut.	你现在可以使用巨魔之乡的简单悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Dwarven mine narrow crevice Agility shortcut and climb the wall at Draynor toward Port Sarim.	你现在可以使用矮人矿坑的窄缝捷径，并攀爬德雷诺村通往沙林港的墙壁。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim medium cliffside scramble Agility shortcut and the Fremennik Slayer Dungeon spiked blades jump Agility shortcut.	你现在可以使用巨魔之乡的中级悬崖攀爬捷径和费明尼克杀戮者地牢的尖刺跳跃捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim advanced cliffside scramble.	你现在可以使用巨魔之乡的高难悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elf area log balance and the Hosidius river jump Agility shorcut.	你现在可以使用精灵区域的独木桥捷径和霍西迪乌斯河的跳跃捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Cosmic Temple medium narrow walkway Agility shortcut.	你现在可以使用宇宙神殿的中级窄路捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use Trollheim hard cliffside scramble.	你现在可以使用巨魔之乡的困难悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ape Atoll Agility Course, the Shayzien advanced course and the log balance to Fremennik Province Agility shortcut.	你现在可以使用猿猴岛敏捷训练场、谢兹恩高级敏捷训练场和通往费明尼克省的的独木桥捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now equip Crystal Equipment, access the Falador course and cross the stepping stone near the Nature Grotto.	你现在可以装备水晶装备，进入法拉多敏捷训练场，并穿越自然洞穴附近的踏脚石捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the pipe from Edgeville dungeon to Varrock sewers Agility shortcut.	你现在可以使用从边陲镇地牢到维洛克城下水道的管道捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter the Wilderness Agility Course, enter Floor 1 of the Hallowed Sepulchre and use the eastern scramble at the Arceuus essence mine.	你现在可以进入荒野敏捷训练场，进入神圣墓穴1层，以及使用阿西乌斯城精华矿东部的攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
Members can take a shortcut south of the volcano on the island of Karamja by using a mithril grapple.	会员可以使用秘银抓钩在卡拉姆詹岛火山南部走捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Motherlode Mine dark tunnel shortcut.	你现在可以使用母岩矿坑的黑暗隧道捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the stepping stone by Miscellania docks.	你现在可以使用米斯凯尼亚国码头旁的踏脚石捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the rock climb in the  Temple of the Eye.	你现在可以使用眼之神殿中的攀岩捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now jump over the eastern Rellekka fence.	你现在可以跳过雷勒卡城东部的栅栏。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass easy cliffside scramble Agility shortcut.	你现在可以使用精灵天桥的简单悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Werewolf and Seers' Village courses, jump the pillars in the Wintertodt's prison, access the God Wars Dungeon via the Agility route, jump the estuary across Mos Le'Harmless and the	你现在可以使用狼人和先知村敏捷训练场，跳过冬将军监狱中的柱子，通过捷径进入神战地牢，跳过莫斯勒哈姆斯岛的河口。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Slayer tower medium spiked chain climb Agility shortcut.	你现在可以使用杀戮者之塔的中级带刺链条攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 2 of the Hallowed Sepulchre, use the Slayer Dungeon narrow crevice shortcut, the stepping stones in the Necropolis and the upper cliffside climb by Mount Karuulm.	你现在可以进入神圣墓穴2层，使用杀戮者地牢的窄缝捷径、亡灵城的踏脚石捷径和卡鲁尔姆山上方的悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Taverley dungeon lesser demon fence Agility shortcut and the Darkmeyer wall shortcut and the Forthos dungeon shortcut	你现在可以使用塔韦利地牢的小恶魔栅栏捷径、达克迈尔的墙壁捷径和福索斯地牢的捷径	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Trollheim Wilderness Agility shortcut and the Rope to the Fossil Island Volcano.	你现在可以使用巨魔之乡荒野捷径和通往化石岛火山的绳索捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Temple on the Salve to Morytania and easy Revenant cave Agility shortcuts.	你现在可以使用萨鲁夫河上通往莫利塔尼亚的神殿捷径和简单亡灵洞穴的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Cosmic Temple advanced narrow walkway Agility shortcut and jump the stepping stone from Lumbridge to the Desert, and the Taverley wall shortcut.	你现在可以使用宇宙神殿的高难窄路捷径，跳过从仑桥镇到沙漠的踏脚石捷径，以及塔韦利村墙壁捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now access the Yanille dungeons using rubble climb.	你现在可以通过碎石攀爬捷径进入亚尼勒地牢。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass medium cliffside scramble and the Ice Mountain western scramble Agility shortcuts.	你现在可以使用精灵天桥的中级悬崖攀爬捷径和冰山西部攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the northern scramble at the Arceuus essence mine.	你现在可以使用阿西乌斯城精华矿北部的攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Dorgeshuun and Pollnivneach Courses, use the Taverley Dungeon dragon and Fossil Island hardwood shortcuts, access the Saradomin God Wars Dungeon area and equip Rings of Endurance	你现在可以使用多格舒恩和波尼尼敏捷训练场，使用塔韦利地牢巨龙和化石岛的硬木捷径，进入萨拉多明神战地牢区域，并装备耐力戒指。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Slayer tower advanced spiked chain climb Agility shortcut and the Gu'Tanoth wall climb if you have completed the Watchtower quest.	如果你已完成瞭望塔任务，你现在可以使用杀戮者之塔的高难尖刺链攀爬捷径和古塔诺斯的墙壁攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 3 of the Hallowed Sepulchre, and use the Stronghold Slayer Cave narrow tunnel and Asgarnian Ice Dungeon wyvern tunnel.	你现在可以进入神圣墓穴3层，以及使用要塞杀戮者洞穴的狭窄隧道捷径和阿斯加尼亚冰原地牢的飞龙隧道捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Troll Stronghold wall-climb and the western descent at the Arceuus essence mine.	你现在可以使用巨魔要塞的墙壁攀爬捷径和阿西乌斯城精华矿西部的攀降捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Lava Dragon Isle lava jump and the Meiyerditch Laboratory tunnels.	你现在可以使用熔岩龙岛熔岩的跳跃捷径和迈尔迪奇实验室的隧道捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Prifddinas Agility Course, the medium Revenant Cave shortcuts.	你现在可以使用普里夫迪纳斯敏捷训练场和中级亡灵洞穴捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the island crossing near Zul-Andra.	你现在可以使用祖尔安德拉附近跨越岛屿的踏脚石捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Wilderness Slayer Dungeon Crevices.	你现在可以使用荒野杀戮者地牢的裂缝捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Iorwerth Dungeon northern shortcut.	你现在可以使用伊尔沃斯地牢北部的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kharazi Jungle vine climb and the Shilo village north rock climb shortcut.	你现在可以使用卡拉兹丛林藤蔓的攀爬捷径和希洛村北部的攀岩捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Rellekka course and the Taverley Dungeon spiked blades jump Agility shortcut.	你现在可以使用雷勒卡敏捷训练场和塔韦利地牢的尖刺跳跃捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Waterbirth dungeon crevice shortcut and the Slayer Tower ivy climb.	你现在可以使用水诞岛地牢的裂缝捷径和杀戮者之塔的常春藤攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 4 of the Hallowed Sepulchre and use the Lava Maze stepping stone shortcut, and the Adept Asgarnian Ice Dungeon wyvern tunnel.	你现在可以进入神圣墓穴4层，以及使用熔岩迷宫的踏脚石捷径，以及专家级阿斯加尼亚冰原地牢的飞龙隧道。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Brimhaven Dungeon eastern stepping stones shortcut.	你现在可以使用布尔哈文地牢东部的踏脚石捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Iorwerth Dungeon southern shortcut.	你现在可以使用伊尔沃斯地牢南部的捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Elven Overpass advanced cliffside scramble and the Waterbirth Island cliffside scale.	你现在可以使用精灵天桥的高难悬崖攀爬捷径和水诞岛的悬崖攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Kalphite Lair crevice and the Darkmeyer wall jump.	你现在可以使用卡尔夫特虫巢的裂缝捷径和达克迈尔的墙壁跳跃捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Brimhaven Dungeon vine climb.	你现在可以使用布尔哈文地牢的藤蔓攀爬捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Karuulm dungeon pipe shortcut.	你现在可以使用卡鲁尔姆地牢的管道捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the hard Revenant cave shortcuts.	你现在可以使用困难亡灵洞穴捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Ardougne course.	你现在可以使用阿多尼敏捷训练场。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the Viyeldi Caves cliff shortcut.	你现在可以使用维耶尔迪洞穴的悬崖捷径。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now enter Floor 5 of the Hallowed Sepulchre.	你现在可以进入神圣墓穴5层。	lvl_up_msg	Transcript of Agility	Transcript of Agility
You can now use the advanced shortcut to the Meiyerditch Laboratories (with 78 mining).	你现在可以使用通往迈尔迪奇实验室的高难捷径 (需要78级采矿)。	lvl_up_msg	Transcript of Agility	Transcript of Agility
Congratulations! You are now a master of Agility. Why not visit the Cap'n Izzy No-beard at the Brimhaven Agility Arena? He has something special that is only available to true masters of the Agility skill!	恭喜！你现在是敏捷大师。为何不去布尔哈文敏捷竞技场拜访无胡.伊兹船长？他有唯有真正的敏捷技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Agility	Transcript of Agility
Your Attack level is used to determine how likely you are to hit your target in melee combat. A higher Attack level will give you a better chance to hit.	你的攻击等级决定你在近战中击中目标的几率。更高的攻击等级将为你提供更高的命中率。	lvl_up_msg	Transcript of Attack	Transcript of Attack
Additionally, a higher Attack level will allow you to wield more powerful weapons. A weapon with a higher Attack bonus will give you more accuracy in combat.	此外，更高的攻击等级将允许你装备更强大的武器。具有更高攻击加成的武器将为你提供更高的战斗命中率。	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can select your Attack style from the Combat Options side panel. Different enemies are weaker or stronger against different Attack styles, so choose carefully.	你可以从战斗选项面板选择你的攻击风格，不同敌人对不同攻击风格的弱点和抗性不同，请谨慎选择。	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Steel Weaponry!	你现在可以装备钢制武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Black Weaponry and members can wield White Weaponry!	你现在可以装备黑铁武器，会员可以装备白骑士武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Mithril Weaponry!	你现在可以装备秘银武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Adamant Weaponry and members can wield Swamp Lizards and Bryophyta's Staff!	你现在可以装备精金武器，会员可以装备沼泽蜥蜴和布赖奥菲塔的法杖！	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield Rune Weaponry and Barronite maces. Members can wield Brine Sabres and Ivandis Flails!	你现在可以装备符文武器和巴隆石钉锤。会员可以装备盐水弯刀和伊凡迪斯连枷！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Void Knight equipment!	会员现在可以装备虚空骑士装备！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Granite weapons, Blisterwood weapons, Keris daggers and the Ancient Sceptre!	会员现在可以装备花岗岩武器、水泡木武器、克里西斯匕首和古代权杖！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Dragon Weaponry, Viggora's Chainmace, The Colossal Blade, Red Salamanders and the Keris Partisan!	会员现在可以装备龙金武器、维戈拉的链枷、巨型刀刃、红色蝾螈和克里西斯阔头枪！	lvl_up_msg	Transcript of Attack	Transcript of Attack
You can now wield the 3rd age longsword, 3rd Age Druidic staff (with 65 prayer), the Sarachnis Cudgel and Keris partisans!	你现在可以装备第三纪元长剑、第三纪元德鲁伊法杖 (需要65级祈祷)、萨拉奇尼斯短棒和克里西斯阔头枪！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	会员现在可以使用萨拉多明剑、深渊长鞭与匕首、扎莫拉克长矛、熊爪链枷、水晶装备和巴罗斯武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	会员现在可以装备黑色蝾螈、萨拉多明剑、深渊长鞭与匕首、扎莫拉克长矛、熊爪链枷、水晶装备和巴罗斯武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	会员现在可以装备萨拉多明剑、深渊长鞭、匕首与棍棒、扎莫拉克长矛、熊爪链枷、水晶装备和巴罗斯武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	会员现在可以装备黑色蝾螈、萨拉多明剑、深渊长鞭、匕首与棍棒、扎莫拉克长矛、熊爪链枷、水晶装备和巴罗斯武器！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Godswords, the Blessed Saradomin Sword, Abyssal Tentacle, Staff of the Dead, Staff of Light, Staff of Balance, Dinh's Bulwark, Arclight, Vesta's blighted longsword and the Voidwaker!	会员现在可以装备神剑、被祝福的萨拉多明剑、深渊触手、死亡法杖、光明法杖、平衡法杖、丁的门盾、弧光剑、维斯塔的诅咒长剑和虚空觉醒者！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Dragon Hunter Lance!	会员现在可以装备猎龙长矛！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield the Scythe of Vitur, the Ghrazi Rapier, the Inquisitor's Mace, the Blade of Saeldor and the upgraded Keris Partisan!	会员现在可以装备维图尔镰刀、格拉兹刺剑、审判官钉锤、赛尔多尔之刃和升级版的克里西斯阔头枪！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Members can now wield Osmumten's Fang!	会员现在可以装备奥斯穆滕之牙！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Congratulations! You are now a master of Attack. Why not visit Ajjat at the Warriors' Guild? He has something special that is only available to true masters of the Attack skill!	恭喜！你现在是攻击大师。为何不去战士公会拜访阿加特？他有唯有真正的攻击技能大师才能获得的特别物品！	lvl_up_msg	Transcript of Attack	Transcript of Attack
Construction gives you access to your very owned Player-Owned House. To get started, you'll need to buy a house from an Estate agent.	建筑技能让你拥有自己的玩家专属房屋。要开始学习这门技能，你需要先从地产经纪人那里购买一所房屋。	lvl_up_msg	Transcript of Construction	Transcript of Construction
Once you have a house, you'll need to build furniture. Most furniture can be built with planks, which can be obtained via taking logs to a sawmill.	拥有房屋后你需要建造家具，大多数家具可用木板建造。木板可通过将原木送到锯木厂加工获得。	lvl_up_msg	Transcript of Construction	Transcript of Construction
To build furniture, grab a hammer and a saw, enter your house in build mode, select a hotspot and select the furniture you want to build.	要建造家具，请拿起锤子和锯子并以建造模式进入你的房子，选择一个热点并选择你想建造的家具。	lvl_up_msg	Transcript of Construction	Transcript of Construction
As your Construction level increases, you'll be able to build bigger houses, gain access to more kinds of room in your house, and be able to build fancier furniture.	随着你的建筑等级提高，你将能够建造更大的房屋，建造更多种类的房间，并能够建造更华丽的家具。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You'll also become able to build better facilities for boats.	你还将能够建造更好的船只相关设施。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Torn curtains Brown rug	你现在可以建造破窗帘、棕色地毯。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Clay fireplace	你现在可以建造粘土壁炉。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden bookcase	你现在可以建造木制书架。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a kitchen.	你现在可以建造厨房。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Firepit, Tree, Decorative Rock, Cat blanket	你现在可以建造火坑、树、装饰岩石、猫毯。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden shelves 1 Mid-level plants	你现在可以建造木制架子1、中级植物。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Pump and drain Beer barrel	你现在可以建造水泵和排水沟、啤酒桶。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden chair	你现在可以建造木椅。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden larder	你现在可以建造木制食品储藏柜。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a dining room.	你现在可以建造餐厅。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden dining bench, Wooden dining table, Nice tree, Pond	你现在可以建造木制餐椅、木制餐桌、好看的树、池塘。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Firepit with hook	你现在可以建造带钩火盆。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wood kitchen table, Wooden shelves 2, Cider barrel, High-level plants, STASH units (beginner)	你现在可以建造木制厨房桌、木制架子2、苹果酒桶、高级植物、储藏单元 (入门)。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Rug	你现在可以建造地毯。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Rocking chair	你现在可以建造摇椅。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a house 4 rooms wide and long.	你现在可以建造4间房宽和长的房屋。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a workshop.	你现在可以建造工作室。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Repair bench, Tool store 1, Oak tree, Imp Statue	你现在可以建造修理台、工具架 、橡树、小恶魔雕像。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Crafting table 1 Pluming stand Oak wall decoration	你现在可以建造制作台1、羽饰架、橡木墙壁装饰。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden workbench Firepit with pot	你现在可以建造木制工作台、带锅火盆。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Asgarnian Ale barrel Curtains	你现在可以建造阿斯加尼亚麦酒桶、窗帘。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Oak chair Cat basket	你现在可以建造橡木椅、猫篮。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a bedroom, and obtain Novice Contracts from Mahogany Homes.	你现在可以建造卧室，并从红木家园获得新手合约。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden bed Shoe box	你现在可以建造木床、鞋盒。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden shaving stand	你现在可以建造木制剃须架。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Oak dining bench Oak dining table	你现在可以建造橡木餐椅、橡木餐桌。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Wooden shelves 3	你现在可以建造木制架子3。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Small oven	你现在可以建造小烤箱。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a hall (skill trophies).	你现在可以建造大厅 (技能奖杯)。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Crafting table 2 Tool store 2 Oak clock	你现在可以建造制作台2、工具架2、橡木钟。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a maximum of 25 rooms.	你现在最多可以建造25间房。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Oak armchair Greenman's Ale barrel Rope bell-pull	你现在可以建造橡木扶手椅、绿人麦酒桶、绳索拉铃。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build a League hall.	你现在可以建造联赛大厅。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Pump and tub, Oak chest of drawers, STASH units (easy), Oak staircase, Trophy pedestal	你现在可以建造水泵和水槽、橡木抽屉柜、储藏单元 (简单)、橡木楼梯、奖杯底座。	lvl_up_msg	Transcript of Construction	Transcript of Construction
You can now build: Deadman rug, Trailblazer rug, Suit of armour	你现在可以建造亡命者地毯、开拓者地毯、一套盔甲。	lvl_up_msg	Transcript of Construction	Transcript of Construction
